id,predicted,predicted_probability
id_2229,0,0.026671482
id_2230,0,0.016261375
id_2231,0,0.10892969
id_2232,0,0.034407426
id_2233,0,0.20843391
id_2234,0,0.05788304
id_2235,0,0.20592737
id_2236,0,0.1629634
id_2237,0,0.24334499
id_2238,0,0.09993251
id_2239,0,0.19971874
id_2240,0,0.052360635
id_2241,0,0.043730464
id_2242,0,0.38699302
id_2243,0,0.39864284
id_2244,0,0.10873122
id_2245,0,0.07174476
id_2246,0,0.27880928
id_2247,0,0.23320767
id_2248,0,0.1435319
id_2249,0,0.3375057
id_2250,0,0.035088796
id_2251,0,0.09464129
id_2252,0,0.085153244
id_2253,0,0.27241704
id_2254,0,0.036750823
id_2255,0,0.19359337
id_2256,0,0.3942862
id_2257,0,0.33153167
id_2258,0,0.13411982
id_2259,0,0.08871605
id_2260,0,0.18287514
id_2261,0,0.257027
id_2262,0,0.10897123
id_2263,0,0.03878133
id_2264,0,0.22966933
id_2265,0,0.123138815
id_2266,0,0.2631283
id_2267,0,0.121358775
id_2268,0,0.058096297
id_2269,0,0.0971312
id_2270,0,0.3676351
id_2271,0,0.28413457
id_2272,0,0.103471905
id_2273,0,0.064801
id_2274,0,0.075975426
id_2275,0,0.22035694
id_2276,0,0.13250488
id_2277,0,0.13248736
id_2278,0,0.20642065
id_2279,0,0.19407086
id_2280,0,0.08619904
id_2281,0,0.28551137
id_2282,1,0.54827553
id_2283,0,0.2079501
id_2284,0,0.29886442
id_2285,0,0.12629724
id_2286,0,0.09517878
id_2287,0,0.110918686
id_2288,0,0.03666886
id_2289,0,0.09477366
id_2290,0,0.40717366
id_2291,0,0.14243792
id_2292,0,0.028550517
id_2293,0,0.09361153
id_2294,0,0.2064659
id_2295,0,0.18411309
id_2296,0,0.07887967
id_2297,0,0.10171888
id_2298,0,0.0873049
id_2299,0,0.056816187
id_2300,0,0.1378388
id_2301,0,0.110918686
id_2302,0,0.1243791
id_2303,0,0.110918686
id_2304,0,0.06913448
id_2305,0,0.060720224
id_2306,0,0.08497664
id_2307,0,0.14526321
id_2308,0,0.24763814
id_2309,0,0.110918686
id_2310,0,0.054295596
id_2311,0,0.17613693
id_2312,0,0.057182122
id_2313,0,0.110918686
id_2314,0,0.17786178
id_2315,0,0.14180991
id_2316,0,0.083282985
id_2317,0,0.028175872
id_2318,0,0.110918686
id_2319,0,0.10089345
id_2320,0,0.110918686
id_2321,0,0.48299602
id_2322,0,0.10671559
id_2323,0,0.031548448
id_2324,0,0.30680194
id_2325,0,0.09610603
id_2326,0,0.29157418
id_2327,1,0.51169
id_2328,0,0.03838771
id_2329,0,0.070329584
id_2330,0,0.059828106
id_2331,0,0.2026326
id_2332,0,0.08273948
id_2333,0,0.11823995
id_2334,0,0.097949944
id_2335,0,0.09261449
id_2336,0,0.056564357
id_2337,0,0.112448
id_2338,0,0.02348908
id_2339,0,0.051992293
id_2340,0,0.10148496
id_2341,0,0.14093488
id_2342,0,0.11419011
id_2343,0,0.042006798
id_2344,0,0.09514614
id_2345,0,0.3464571
id_2346,0,0.21741216
id_2347,0,0.26265353
id_2348,0,0.07869544
id_2349,0,0.07340121
id_2350,0,0.20307073
id_2351,0,0.2297858
id_2352,0,0.12563755
id_2353,0,0.15065582
id_2354,0,0.17189445
id_2355,0,0.34673166
id_2356,0,0.22015823
id_2357,0,0.379288
id_2358,0,0.15267256
id_2359,0,0.31778705
id_2360,0,0.14834227
id_2361,0,0.32654625
id_2362,0,0.09729098
id_2363,0,0.11424756
id_2364,0,0.2719356
id_2365,0,0.07569274
id_2366,0,0.07636304
id_2367,0,0.26205197
id_2368,0,0.054946043
id_2369,0,0.23803142
id_2370,0,0.38373137
id_2371,0,0.018628068
id_2372,0,0.2939249
id_2373,0,0.13511254
id_2374,0,0.24867171
id_2375,0,0.22117065
id_2376,0,0.085150324
id_2377,0,0.025805557
id_2378,0,0.14394905
id_2379,0,0.2551262
id_2380,0,0.1623708
id_2381,0,0.044037778
id_2382,0,0.12396968
id_2383,0,0.22852625
id_2384,0,0.47302347
id_2385,0,0.047218416
id_2386,0,0.08526787
id_2387,0,0.14998052
id_2388,0,0.1646797
id_2389,0,0.08405992
id_2390,0,0.110918686
id_2391,0,0.1543709
id_2392,0,0.04410593
id_2393,0,0.33511263
id_2394,0,0.07755439
id_2395,0,0.2616113
id_2396,0,0.19541952
id_2397,0,0.08910035
id_2398,0,0.23364776
id_2399,1,0.54270136
id_2400,0,0.13013837
id_2401,0,0.06538255
id_2402,0,0.1449099
id_2403,0,0.03446808
id_2404,1,0.68018174
id_2405,0,0.17962402
id_2406,0,0.05919535
id_2407,0,0.107164435
id_2408,0,0.1764145
id_2409,0,0.03303239
id_2410,0,0.16705133
id_2411,0,0.256043
id_2412,0,0.10539877
id_2413,0,0.03972514
id_2414,0,0.49552372
id_2415,0,0.22098963
id_2416,0,0.055948067
id_2417,0,0.055896163
id_2418,0,0.35471648
id_2419,0,0.019409835
id_2420,0,0.3458384
id_2421,0,0.40199214
id_2422,0,0.026283294
id_2423,0,0.12525237
id_2424,0,0.3217464
id_2425,0,0.05376736
id_2426,0,0.024101907
id_2427,1,0.55677027
id_2428,0,0.18622415
id_2429,0,0.19412707
id_2430,0,0.058507115
id_2431,0,0.23167981
id_2432,0,0.15307726
id_2433,0,0.045245204
id_2434,0,0.18217374
id_2435,0,0.13302192
id_2436,0,0.13495614
id_2437,0,0.09148656
id_2438,0,0.16421406
id_2439,0,0.059712876
id_2440,0,0.10131768
id_2441,0,0.031091994
id_2442,0,0.44674462
id_2443,0,0.17862558
id_2444,0,0.12662414
id_2445,0,0.10151518
id_2446,0,0.11774717
id_2447,0,0.09370004
id_2448,0,0.25261912
id_2449,0,0.04327988
id_2450,0,0.28322947
id_2451,0,0.08853536
id_2452,0,0.15057771
id_2453,0,0.072517164
id_2454,0,0.10878519
id_2455,0,0.024382574
id_2456,0,0.2248682
id_2457,0,0.123758376
id_2458,0,0.21048781
id_2459,0,0.04407735
id_2460,1,0.60460556
id_2461,0,0.01647927
id_2462,0,0.18921834
id_2463,0,0.041622285
id_2464,0,0.035593968
id_2465,0,0.12135427
id_2466,0,0.06686757
id_2467,0,0.39506418
id_2468,0,0.13549599
id_2469,0,0.052056424
id_2470,0,0.04174169
id_2471,0,0.1508316
id_2472,0,0.03772973
id_2473,0,0.045923997
id_2474,0,0.15715007
id_2475,0,0.06408679
id_2476,0,0.16559938
id_2477,0,0.37073916
id_2478,0,0.029388051
id_2479,0,0.1413898
id_2480,0,0.18519051
id_2481,0,0.1203195
id_2482,0,0.058815137
id_2483,0,0.09830666
id_2484,0,0.099283844
id_2485,0,0.12765612
id_2486,0,0.056438185
id_2487,0,0.31079417
id_2488,0,0.093886726
id_2489,0,0.1900506
id_2490,0,0.053061694
id_2491,0,0.10317566
id_2492,0,0.14076367
id_2493,0,0.26336253
id_2494,0,0.10317566
id_2495,0,0.1403314
id_2496,0,0.09594086
id_2497,0,0.10317566
id_2498,0,0.10317566
id_2499,0,0.10317566
id_2500,0,0.15742882
id_2501,0,0.031158766
id_2502,0,0.02967879
id_2503,1,0.5292973
id_2504,0,0.10317566
id_2505,0,0.09227874
id_2506,0,0.059473865
id_2507,0,0.07502014
id_2508,0,0.19611168
id_2509,0,0.060983017
id_2510,0,0.041752182
id_2511,0,0.0562953
id_2512,0,0.21460724
id_2513,0,0.09201294
id_2514,0,0.15807706
id_2515,0,0.10317566
id_2516,0,0.036703397
id_2517,0,0.31026742
id_2518,0,0.13967882
id_2519,0,0.10317566
id_2520,0,0.15726905
id_2521,0,0.0429467
id_2522,0,0.039189395
id_2523,0,0.11945578
id_2524,0,0.09492239
id_2525,0,0.12683894
id_2526,0,0.13226739
id_2527,0,0.04239077
id_2528,0,0.15863526
id_2529,0,0.09814074
id_2530,0,0.017957218
id_2531,0,0.14991127
id_2532,0,0.18569021
id_2533,0,0.090725906
id_2534,0,0.14872417
id_2535,0,0.16103612
id_2536,0,0.07230474
id_2537,0,0.022559574
id_2538,0,0.056864146
id_2539,0,0.056864146
id_2540,0,0.056864146
id_2541,0,0.20569932
id_2542,0,0.076839656
id_2543,0,0.13253051
id_2544,0,0.14546335
id_2545,0,0.0645745
id_2546,0,0.14004163
id_2547,0,0.07533786
id_2548,0,0.08563504
id_2549,0,0.1441031
id_2550,0,0.35012576
id_2551,0,0.2720898
id_2552,0,0.13397247
id_2553,0,0.093447335
id_2554,0,0.077237174
id_2555,0,0.0392494
id_2556,0,0.10290712
id_2557,0,0.063848734
id_2558,0,0.056864146
id_2559,0,0.056864146
id_2560,1,0.68088025
id_2561,0,0.056864146
id_2562,0,0.04269892
id_2563,0,0.14855798
id_2564,0,0.06718307
id_2565,0,0.0734637
id_2566,0,0.14169414
id_2567,0,0.056864146
id_2568,0,0.3500458
id_2569,0,0.07316014
id_2570,0,0.056864146
id_2571,0,0.04956694
id_2572,0,0.0628106
id_2573,0,0.093447335
id_2574,0,0.039165612
id_2575,0,0.034192543
id_2576,0,0.1088229
id_2577,0,0.045731775
id_2578,0,0.24447882
id_2579,0,0.093447335
id_2580,0,0.30512217
id_2581,0,0.077238835
id_2582,0,0.23030846
id_2583,0,0.24210553
id_2584,0,0.13101333
id_2585,0,0.090123646
id_2586,0,0.07423948
id_2587,0,0.093447335
id_2588,0,0.12667754
id_2589,0,0.29700065
id_2590,0,0.11343603
id_2591,0,0.130185
id_2592,0,0.12735221
id_2593,0,0.25771064
id_2594,0,0.019498166
id_2595,0,0.3901464
id_2596,0,0.093447335
id_2597,0,0.106603555
id_2598,0,0.04644238
id_2599,0,0.09965269
id_2600,0,0.094910614
id_2601,0,0.16241434
id_2602,0,0.4492783
id_2603,0,0.18176268
id_2604,0,0.05701702
id_2605,0,0.19707075
id_2606,0,0.057778597
id_2607,0,0.12780184
id_2608,0,0.21758196
id_2609,0,0.4009925
id_2610,0,0.1555032
id_2611,0,0.093447335
id_2612,0,0.093447335
id_2613,0,0.17668295
id_2614,0,0.093447335
id_2615,0,0.074283615
id_2616,0,0.14077955
id_2617,0,0.09724913
id_2618,0,0.05044799
id_2619,0,0.039333276
id_2620,0,0.26662034
id_2621,0,0.21005318
id_2622,0,0.1877634
id_2623,0,0.03892916
id_2624,0,0.24312587
id_2625,0,0.24965715
id_2626,0,0.3054396
id_2627,0,0.4466748
id_2628,0,0.042488355
id_2629,0,0.107751705
id_2630,0,0.09895405
id_2631,0,0.15831272
id_2632,0,0.13035025
id_2633,0,0.07739584
id_2634,0,0.07458835
id_2635,0,0.02461382
id_2636,0,0.033540428
id_2637,0,0.07829178
id_2638,0,0.14156973
id_2639,0,0.06712872
id_2640,0,0.13388611
id_2641,0,0.10838705
id_2642,0,0.3928687
id_2643,0,0.03260664
id_2644,0,0.056952734
id_2645,0,0.029192397
id_2646,0,0.12223904
id_2647,0,0.13905315
id_2648,0,0.068038166
id_2649,0,0.1301244
id_2650,0,0.107350715
id_2651,0,0.071793966
id_2652,0,0.11170738
id_2653,0,0.109189324
id_2654,0,0.038672894
id_2655,0,0.20680451
id_2656,0,0.05735213
id_2657,0,0.038854662
id_2658,0,0.023281457
id_2659,0,0.045764424
id_2660,0,0.08261715
id_2661,0,0.07159174
id_2662,0,0.12207143
id_2663,0,0.10126815
id_2664,0,0.05150321
id_2665,0,0.038542267
id_2666,0,0.116643414
id_2667,0,0.26025376
id_2668,0,0.089104846
id_2669,0,0.11605612
id_2670,0,0.02659662
id_2671,0,0.052347746
id_2672,0,0.21611586
id_2673,0,0.06654376
id_2674,0,0.16516806
id_2675,0,0.04165367
id_2676,0,0.22053945
id_2677,0,0.07659102
id_2678,0,0.06889768
id_2679,0,0.06893426
id_2680,0,0.26878113
id_2681,0,0.04109893
id_2682,0,0.119891845
id_2683,0,0.051944554
id_2684,0,0.07853311
id_2685,0,0.17591697
id_2686,0,0.45139655
id_2687,0,0.07508115
id_2688,0,0.116492264
id_2689,0,0.26244345
id_2690,0,0.123954296
id_2691,0,0.109389804
id_2692,0,0.2316192
id_2693,0,0.12308337
id_2694,0,0.27934203
id_2695,0,0.04246054
id_2696,0,0.14268552
id_2697,0,0.031987637
id_2698,0,0.037900433
id_2699,0,0.14804326
id_2700,0,0.08828845
id_2701,0,0.038203355
id_2702,0,0.18733431
id_2703,0,0.25661382
id_2704,0,0.20327687
id_2705,0,0.18596596
id_2706,0,0.32536808
id_2707,0,0.061490256
id_2708,0,0.19056301
id_2709,0,0.09511232
id_2710,0,0.1331201
id_2711,0,0.13038765
id_2712,0,0.36074185
id_2713,0,0.047241762
id_2714,0,0.033406287
id_2715,0,0.027376438
id_2716,0,0.07522007
id_2717,0,0.31096888
id_2718,0,0.14872417
id_2719,0,0.14872417
id_2720,0,0.14872417
id_2721,0,0.14872417
id_2722,0,0.14872417
id_2723,0,0.14872417
id_2724,0,0.14872417
id_2725,0,0.20084143
id_2726,0,0.10450751
id_2727,0,0.07895197
id_2728,0,0.035401944
id_2729,0,0.08246358
id_2730,0,0.413803
id_2731,0,0.26807746
id_2732,0,0.08287413
id_2733,0,0.092490956
id_2734,0,0.018443394
id_2735,0,0.0562471
id_2736,0,0.19669057
id_2737,0,0.11605683
id_2738,0,0.20212024
id_2739,0,0.0933561
id_2740,0,0.15135945
id_2741,0,0.09932767
id_2742,0,0.07369827
id_2743,0,0.23673393
id_2744,0,0.13475665
id_2745,0,0.07748353
id_2746,0,0.032202184
id_2747,0,0.18763262
id_2748,0,0.1821929
id_2749,0,0.2511793
id_2750,0,0.27307704
id_2751,0,0.31286484
id_2752,0,0.40827304
id_2753,0,0.09331835
id_2754,0,0.040657423
id_2755,0,0.022055497
id_2756,0,0.076825336
id_2757,0,0.038258057
id_2758,0,0.05138976
id_2759,0,0.07510607
id_2760,0,0.058135353
id_2761,0,0.05342316
id_2762,0,0.13766477
id_2763,0,0.055051498
id_2764,0,0.06004945
id_2765,0,0.26666498
id_2766,0,0.1300156
id_2767,0,0.06495291
id_2768,0,0.24855936
id_2769,0,0.06520679
id_2770,0,0.10270001
id_2771,0,0.10467321
id_2772,0,0.18213233
id_2773,0,0.03889763
id_2774,0,0.1058044
id_2775,0,0.19318637
id_2776,0,0.32330808
id_2777,0,0.08543023
id_2778,0,0.03501751
id_2779,0,0.15607929
id_2780,0,0.3369667
id_2781,0,0.4022808
id_2782,0,0.07297161
id_2783,0,0.17570598
id_2784,0,0.22604287
id_2785,0,0.06421947
id_2786,0,0.34278706
id_2787,0,0.09035563
id_2788,0,0.02522779
id_2789,0,0.097042665
id_2790,0,0.10919589
id_2791,0,0.12342264
id_2792,0,0.2641577
id_2793,0,0.08566165
id_2794,0,0.06700862
id_2795,0,0.06535187
id_2796,0,0.067772016
id_2797,0,0.11901516
id_2798,0,0.29933146
id_2799,0,0.041801214
id_2800,0,0.2987208
id_2801,0,0.12418301
id_2802,0,0.1870507
id_2803,0,0.049538113
id_2804,0,0.11953701
id_2805,0,0.06357033
id_2806,0,0.071387395
id_2807,0,0.26832053
id_2808,0,0.035593476
id_2809,0,0.048830938
id_2810,0,0.11496611
id_2811,0,0.12759644
id_2812,0,0.26643592
id_2813,0,0.05027441
id_2814,0,0.029337946
id_2815,0,0.16686442
id_2816,0,0.025046745
id_2817,1,0.61979944
id_2818,0,0.086917736
id_2819,0,0.1390612
id_2820,0,0.22300069
id_2821,0,0.32968658
id_2822,0,0.16118035
id_2823,0,0.051737957
id_2824,0,0.1420305
id_2825,0,0.118631564
id_2826,0,0.22727576
id_2827,0,0.051242862
id_2828,0,0.118342854
id_2829,0,0.15954377
id_2830,0,0.3493364
id_2831,0,0.13288464
id_2832,0,0.1056061
id_2833,0,0.11067258
id_2834,0,0.23078865
id_2835,0,0.059635255
id_2836,0,0.17870247
id_2837,0,0.09566326
id_2838,0,0.07848801
id_2839,0,0.17270586
id_2840,0,0.40328062
id_2841,0,0.21712728
id_2842,0,0.2109563
id_2843,0,0.118756585
id_2844,0,0.09969725
id_2845,0,0.35448954
id_2846,0,0.024119139
id_2847,0,0.20963977
id_2848,0,0.042731717
id_2849,0,0.39078602
id_2850,0,0.19361779
id_2851,0,0.072155766
id_2852,0,0.036494136
id_2853,0,0.19953449
id_2854,0,0.1696388
id_2855,0,0.13345256
id_2856,0,0.12595059
id_2857,0,0.12634595
id_2858,0,0.14665778
id_2859,0,0.20391056
id_2860,0,0.16499089
id_2861,0,0.032819092
id_2862,0,0.031717118
id_2863,1,0.6936726
id_2864,0,0.34758943
id_2865,0,0.32184657
id_2866,0,0.40076903
id_2867,0,0.138857
id_2868,0,0.21014908
id_2869,0,0.06246359
id_2870,0,0.055630762
id_2871,0,0.44021866
id_2872,0,0.08778892
id_2873,0,0.47918025
id_2874,0,0.10453087
id_2875,0,0.12464621
id_2876,0,0.10334824
id_2877,0,0.18430236
id_2878,0,0.14684425
id_2879,0,0.06462927
id_2880,0,0.1035639
id_2881,0,0.12731585
id_2882,0,0.14135027
id_2883,0,0.082038626
id_2884,0,0.11936854
id_2885,0,0.12456829
id_2886,0,0.038304713
id_2887,0,0.08385789
id_2888,0,0.1615542
id_2889,0,0.034692626
id_2890,0,0.3206148
id_2891,0,0.15951559
id_2892,0,0.06625368
id_2893,1,0.51735693
id_2894,0,0.049027152
id_2895,0,0.21253297
id_2896,0,0.22633176
id_2897,0,0.26681012
id_2898,1,0.6045367
id_2899,0,0.09396123
id_2900,0,0.0954028
id_2901,0,0.20440026
id_2902,0,0.1081284
id_2903,0,0.24203634
id_2904,0,0.017213995
id_2905,0,0.3877601
id_2906,0,0.11442548
id_2907,0,0.059607144
id_2908,0,0.30688173
id_2909,0,0.11528253
id_2910,0,0.42652795
id_2911,0,0.062109377
id_2912,0,0.4178092
id_2913,0,0.10242922
id_2914,0,0.04211586
id_2915,0,0.25377116
id_2916,0,0.14520587
id_2917,0,0.22568862
id_2918,0,0.10998818
id_2919,1,0.52736217
id_2920,0,0.046602126
id_2921,0,0.12224936
id_2922,0,0.09181552
id_2923,0,0.097581305
id_2924,0,0.09861947
id_2925,0,0.12029526
id_2926,0,0.019149788
id_2927,0,0.064895004
id_2928,0,0.236881
id_2929,0,0.03175177
id_2930,0,0.111809395
id_2931,0,0.11561232
id_2932,0,0.14699665
id_2933,0,0.16536604
id_2934,0,0.073297635
id_2935,0,0.047097538
id_2936,0,0.21209432
id_2937,0,0.093912974
id_2938,0,0.07689463
id_2939,1,0.6054412
id_2940,0,0.16056404
id_2941,0,0.046657667
id_2942,0,0.024308745
id_2943,0,0.074736305
id_2944,0,0.16227786
id_2945,0,0.045940988
id_2946,0,0.03889286
id_2947,0,0.15967485
id_2948,0,0.30540445
id_2949,0,0.04706127
id_2950,0,0.07324835
id_2951,0,0.12210674
id_2952,0,0.13344619
id_2953,0,0.15619145
id_2954,0,0.35057667
id_2955,0,0.058566507
id_2956,0,0.07191499
id_2957,0,0.20626628
id_2958,0,0.095746644
id_2959,0,0.030821148
id_2960,0,0.20729196
id_2961,0,0.14812092
id_2962,0,0.11380754
id_2963,0,0.11857239
id_2964,0,0.16461648
id_2965,0,0.026152061
id_2966,0,0.13347445
id_2967,0,0.055293303
id_2968,0,0.075425
id_2969,0,0.1158846
id_2970,0,0.10702057
id_2971,0,0.20561415
id_2972,0,0.042392686
id_2973,0,0.13345474
id_2974,0,0.037930723
id_2975,0,0.07912045
id_2976,0,0.039490532
id_2977,0,0.026238877
id_2978,0,0.033523705
id_2979,0,0.010159492
id_2980,0,0.20797606
id_2981,0,0.09484852
id_2982,0,0.044325173
id_2983,0,0.025135532
id_2984,0,0.20085877
id_2985,0,0.21336733
id_2986,0,0.08368768
id_2987,0,0.31772166
id_2988,0,0.39111108
id_2989,1,0.6136295
id_2990,0,0.045918327
id_2991,0,0.09895257
id_2992,0,0.06563114
id_2993,0,0.08197384
id_2994,0,0.031556766
id_2995,0,0.18551503
id_2996,1,0.6263094
id_2997,0,0.29356638
id_2998,0,0.055831257
id_2999,0,0.22102797
id_3000,0,0.13248454
id_3001,0,0.12062861
id_3002,0,0.09652785
id_3003,0,0.21506587
id_3004,0,0.16538711
id_3005,0,0.34686527
id_3006,0,0.10104023
id_3007,0,0.16584279
id_3008,0,0.2673768
id_3009,0,0.07604616
id_3010,0,0.05570985
id_3011,0,0.04460924
id_3012,0,0.051313963
id_3013,0,0.060206775
id_3014,0,0.43304268
id_3015,0,0.13535662
id_3016,0,0.4382419
id_3017,0,0.047188584
id_3018,0,0.02784026
id_3019,0,0.17435753
id_3020,0,0.030876996
id_3021,0,0.09501783
id_3022,0,0.038743407
id_3023,0,0.033934616
id_3024,0,0.053881686
id_3025,0,0.079677366
id_3026,0,0.17938763
id_3027,0,0.09850804
id_3028,0,0.05622048
id_3029,0,0.1200555
id_3030,0,0.43301523
id_3031,0,0.008792896
id_3032,0,0.18910156
id_3033,0,0.14187673
id_3034,0,0.1616396
id_3035,0,0.10271711
id_3036,0,0.09552478
id_3037,0,0.19157593
id_3038,0,0.1819684
id_3039,0,0.07536449
id_3040,0,0.13441001
id_3041,0,0.13441001
id_3042,0,0.13441001
id_3043,0,0.13441001
id_3044,0,0.13441001
id_3045,0,0.13441001
id_3046,0,0.031377524
id_3047,0,0.13441001
id_3048,0,0.13441001
id_3049,0,0.08890567
id_3050,0,0.06880935
id_3051,0,0.06485192
id_3052,0,0.21608213
id_3053,0,0.07771471
id_3054,0,0.10108782
id_3055,0,0.055488057
id_3056,0,0.105826214
id_3057,0,0.16051704
id_3058,0,0.0700742
id_3059,0,0.05272913
id_3060,0,0.34479952
id_3061,0,0.14317793
id_3062,0,0.31544673
id_3063,0,0.23115481
id_3064,0,0.15903856
id_3065,0,0.17534176
id_3066,1,0.5025519
id_3067,0,0.26475215
id_3068,0,0.252107
id_3069,0,0.19609295
id_3070,0,0.13894415
id_3071,0,0.06513316
id_3072,0,0.07214931
id_3073,0,0.2596276
id_3074,0,0.063240744
id_3075,0,0.10537324
id_3076,0,0.05957592
id_3077,0,0.19418526
id_3078,0,0.11144733
id_3079,0,0.2121046
id_3080,0,0.10636527
id_3081,0,0.10537324
id_3082,0,0.11800105
id_3083,0,0.029962813
id_3084,0,0.042764787
id_3085,0,0.024770893
id_3086,0,0.07067532
id_3087,0,0.1141546
id_3088,0,0.16767687
id_3089,0,0.12630542
id_3090,0,0.037310503
id_3091,0,0.10537324
id_3092,0,0.10537324
id_3093,0,0.07019621
id_3094,0,0.07053738
id_3095,0,0.07968299
id_3096,0,0.049000397
id_3097,0,0.08614742
id_3098,0,0.16659968
id_3099,0,0.10537324
id_3100,0,0.20475133
id_3101,0,0.034843456
id_3102,0,0.10492779
id_3103,0,0.07831042
id_3104,0,0.10537324
id_3105,0,0.10537324
id_3106,0,0.10537324
id_3107,0,0.072224244
id_3108,0,0.11460958
id_3109,0,0.047796126
id_3110,0,0.25084645
id_3111,0,0.16815184
id_3112,0,0.19861905
id_3113,0,0.08362973
id_3114,0,0.05188096
id_3115,0,0.14304559
id_3116,0,0.035788912
id_3117,0,0.17737302
id_3118,0,0.04109739
id_3119,0,0.053704523
id_3120,0,0.086524084
id_3121,0,0.045328174
id_3122,0,0.072019875
id_3123,0,0.082365945
id_3124,0,0.2025743
id_3125,0,0.035458524
id_3126,0,0.136302
id_3127,0,0.19132945
id_3128,0,0.044033043
id_3129,0,0.06667779
id_3130,0,0.014347459
id_3131,0,0.18090774
id_3132,1,0.5128923
id_3133,0,0.10990048
id_3134,0,0.097038805
id_3135,0,0.15490976
id_3136,0,0.07703127
id_3137,0,0.097986475
id_3138,0,0.026762629
id_3139,0,0.050767086
id_3140,0,0.13755776
id_3141,0,0.11512235
id_3142,0,0.15456438
id_3143,0,0.09150345
id_3144,0,0.28678873
id_3145,0,0.056135733
id_3146,0,0.07482878
id_3147,0,0.07482878
id_3148,0,0.04018885
id_3149,0,0.04637164
id_3150,0,0.07482878
id_3151,0,0.036063936
id_3152,0,0.04637164
id_3153,0,0.04637164
id_3154,0,0.07482878
id_3155,0,0.21444741
id_3156,0,0.08277126
id_3157,0,0.04637164
id_3158,0,0.048554994
id_3159,0,0.04637164
id_3160,0,0.08418475
id_3161,0,0.06016141
id_3162,0,0.04637164
id_3163,0,0.07482878
id_3164,0,0.07482878
id_3165,0,0.07482878
id_3166,0,0.07482878
id_3167,0,0.13318604
id_3168,0,0.04637164
id_3169,0,0.247928
id_3170,0,0.12038734
id_3171,0,0.08874094
id_3172,1,0.5108042
id_3173,0,0.042020995
id_3174,0,0.04637164
id_3175,0,0.041967835
id_3176,0,0.077983506
id_3177,0,0.3390911
id_3178,0,0.36483935
id_3179,0,0.39501664
id_3180,0,0.091798514
id_3181,0,0.025839621
id_3182,0,0.30929908
id_3183,0,0.11368064
id_3184,0,0.007987304
id_3185,0,0.29204562
id_3186,0,0.232359
id_3187,0,0.17152543
id_3188,0,0.08762471
id_3189,0,0.08772976
id_3190,0,0.24288538
id_3191,0,0.3354967
id_3192,0,0.07225563
id_3193,0,0.28172222
id_3194,0,0.12553
id_3195,0,0.13090028
id_3196,1,0.5354418
id_3197,0,0.02950274
id_3198,0,0.12044716
id_3199,0,0.05992147
id_3200,0,0.16055346
id_3201,0,0.20450458
id_3202,0,0.08116687
id_3203,0,0.05930846
id_3204,0,0.113049604
id_3205,0,0.11944923
id_3206,0,0.024424216
id_3207,0,0.32336658
id_3208,0,0.12208504
id_3209,0,0.22547537
id_3210,0,0.079656176
id_3211,0,0.35903907
id_3212,0,0.15449294
id_3213,0,0.028042203
id_3214,0,0.23416375
id_3215,0,0.020218207
id_3216,0,0.065735444
id_3217,0,0.22741345
id_3218,0,0.29041296
id_3219,0,0.13498107
id_3220,0,0.063088395
id_3221,0,0.23396875
id_3222,0,0.16797547
id_3223,0,0.019012997
id_3224,0,0.080158226
id_3225,0,0.22397177
id_3226,0,0.1327456
id_3227,0,0.17454752
id_3228,0,0.015791334
id_3229,0,0.10525927
id_3230,0,0.18479764
id_3231,0,0.054729618
id_3232,0,0.19966249
id_3233,0,0.105330735
id_3234,0,0.33328
id_3235,0,0.19807144
id_3236,0,0.18728164
id_3237,0,0.2580449
id_3238,0,0.02378247
id_3239,0,0.12183363
id_3240,0,0.24974741
id_3241,0,0.058696743
id_3242,0,0.17523403
id_3243,0,0.052646402
id_3244,0,0.060928028
id_3245,0,0.06255972
id_3246,0,0.13661343
id_3247,0,0.049155843
id_3248,0,0.20543118
id_3249,0,0.18690039
id_3250,0,0.08950374
id_3251,0,0.12881882
id_3252,0,0.04077005
id_3253,0,0.48392278
id_3254,0,0.10973948
id_3255,0,0.20103642
id_3256,0,0.019004969
id_3257,0,0.17049544
id_3258,0,0.047263853
id_3259,0,0.3568546
id_3260,0,0.1522102
id_3261,1,0.502875
id_3262,0,0.03378015
id_3263,0,0.27365908
id_3264,0,0.14679594
id_3265,0,0.08294169
id_3266,0,0.050195318
id_3267,0,0.03035376
id_3268,0,0.041518573
id_3269,0,0.16153166
id_3270,0,0.11142416
id_3271,0,0.09232671
id_3272,0,0.113463074
id_3273,0,0.05485077
id_3274,0,0.4035857
id_3275,0,0.17927068
id_3276,0,0.30084154
id_3277,0,0.3341478
id_3278,0,0.22010213
id_3279,0,0.08107567
id_3280,0,0.076081574
id_3281,0,0.14497678
id_3282,0,0.070392415
id_3283,0,0.120525256
id_3284,0,0.15006292
id_3285,0,0.051379148
id_3286,0,0.36437148
id_3287,0,0.16764624
id_3288,0,0.04920966
id_3289,0,0.108350776
id_3290,0,0.16572608
id_3291,0,0.074729905
id_3292,0,0.12649474
id_3293,0,0.100428484
id_3294,0,0.036858562
id_3295,0,0.3634759
id_3296,0,0.092681326
id_3297,0,0.15051937
id_3298,0,0.05623102
id_3299,0,0.055023544
id_3300,0,0.059005972
id_3301,0,0.08113635
id_3302,0,0.1308086
id_3303,0,0.20577134
id_3304,0,0.072728224
id_3305,0,0.026064068
